date,tweet,positive,neutral,negative,,,,,,,,,,
Wed Mar 08 00:13:04 +0000 2017,Went to the hair salon thinking that my appointment was tonight. Nope. It's tomorrow.,0.37,0.37,0.63,,,,,,,,,,
Wed Mar 08 00:12:58 +0000 2017,Good morning! Appointment of the month is today.,0.65,0.6,0.35,,,,,,,,,,
Wed Mar 08 00:12:56 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:12:40 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:12:30 +0000 2017,"RT @DrStevenJLawson: The cross was not a human accident but a divine appointment, not a tragedy but a triumph.",0.65,0.56,0.35,,,,,,,,,,
Wed Mar 08 00:12:28 +0000 2017,_Ÿ”‘ Book your appointment _Ÿ”‘ #carlitosbladeking  #organikblendz #thebusinessshop #757 #7citiesâ€_ https://t.co/rZW38BDG9U,0.55,0.63,0.45,,,,,,,,,,
Wed Mar 08 00:12:25 +0000 2017,"@ibroxrocks @RangersCulture  totally against his appointment, have you tried singing Pedro Caixinhas blue and white army yet, impossible!",0.46,0.73,0.54,,,,,,,,,,
Wed Mar 08 00:12:21 +0000 2017,"psychiatrist appointment went well.took a bipolar test. came up positive. so that's cool",0.52,0.67,0.48,,,,,,,,,,
Wed Mar 08 00:12:20 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:12:11 +0000 2017,"Stocking tops, held up by suspenders, seams running right down to my toes! An appointment means you can kiss my feeâ€_ https://t.co/2j37Ue9yJP",0.52,0.2,0.48,,,,,,,,,,
Wed Mar 08 00:12:03 +0000 2017,Omg this lady just asked for the supervisor just because she can't make an appointment in person,0.32,0.84,0.68,,,,,,,,,,
Wed Mar 08 00:11:45 +0000 2017,Dr.'s appointment pending.......,0.51,0.94,0.49,,,,,,,,,,
Wed Mar 08 00:11:39 +0000 2017,Umm ok not sure when this appointment was made but since it's a post op followup of course Iâ€_ https://t.co/85V5EPog4Y,0.35,0.11,0.65,,,,,,,,,,
Wed Mar 08 00:11:38 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:11:22 +0000 2017,Military health care = trying to schedule an appointment and the soonest available is always more than a month away...,0.39,0.71,0.61,,,,,,,,,,
Wed Mar 08 00:11:20 +0000 2017,Extremely nervous about my doctors appointment tomorrow but thinkin positive!! Y'all say a prayer for me _Ÿ™è_Ÿ’‰,0.56,0.16,0.44,,,,,,,,,,
Wed Mar 08 00:20:55 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/byBAqlwTaU https://t.co/chWâ€_,0.7,0.53,0.3,,,,,,,,,,
Wed Mar 08 00:20:38 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:20:35 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:20:34 +0000 2017,RT @how_bout_meow: I was seeing a psychiatrist and therapist twice a month each at $150/appointment. that's $600 a month without factoringâ€_,0.44,0.67,0.56,,,,,,,,,,
Wed Mar 08 00:20:27 +0000 2017,Nigerian Army Appoints John Enenche As New Spokesman The Nigerian army has announced the appointment of a new armyâ€_ https://t.co/GpziMvucW5,0.42,0.76,0.58,,,,,,,,,,
Wed Mar 08 00:20:26 +0000 2017,"""I have a feeling my mouth is gonna be open for a while..and I have a superb saliva gland""-Maddie talking about her orthodontist appointment",0.73,0.09,0.27,,,,,,,,,,
Wed Mar 08 00:20:25 +0000 2017,"UVÃ‰DERMÂ® Ultra XC injectable gel is for lip augmentation in adults over 21Schedule an appointment today to visit oâ€_ https://t.co/dxZmMitIK7",0.49,0.53,0.51,,,,,,,,,,
Wed Mar 08 00:20:22 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:20:19 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:20:15 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:20:15 +0000 2017,"My child apparently refused to have his height, weight, or hearing measured at his 15-month appointment.",0.33,0.8,0.67,,,,,,,,,,
Wed Mar 08 00:20:08 +0000 2017,"RT @Bad_Ass_Trucker: Who Dis......appointment?*me when I get added to groups",0.35,0.44,0.65,,,,,,,,,,
Wed Mar 08 00:20:08 +0000 2017,RT @dolivencia: Congrats to Jennifer Sevilla Korn @jennifersks on her appointment to the Whitehouse staff. https://t.co/INlClTxRjq,0.55,0.93,0.45,,,,,,,,,,
Wed Mar 08 00:20:07 +0000 2017,In the United States did not rule out the appointment of spectracolor in Russia https://t.co/6n9Ce7Kgmd https://t.co/CuNzZEbn5l #Russia,0.45,0.98,0.55,,,,,,,,,,
Wed Mar 08 00:20:06 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:20:05 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:20:04 +0000 2017,Online webinar appointment gets the demos arouse lucid: LMSbFC,0.55,0.79,0.45,,,,,,,,,,
Wed Mar 08 00:20:00 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:19:57 +0000 2017,@HDN_Agenda I'll take that appointment from you when you decide to make it up to me_Ÿ˜è,0.46,0.49,0.54,,,,,,,,,,
Wed Mar 08 00:19:53 +0000 2017,"Opposition lawmakers urge CA: Reject, not bypass Yasay appointmenthttps://t.co/e7AlKSPTBN",0.47,0.41,0.53,,,,,,,,,,
Wed Mar 08 00:19:50 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:19:47 +0000 2017,RT @EleganceFBillie: Paragon Tea Cup Set - By Appointment Queen - Rose Tulip - Red - Gold - Antique    https://t.co/8WGY7I6ggn https://t.coâ€_,0.54,0.66,0.46,,,,,,,,,,
Wed Mar 08 00:19:40 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:19:36 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:19:24 +0000 2017,My surgeon is two people behind and my appointment was at 7:15. Still have more work to do when I get home at 9 _Ÿ˜ê,0.27,0.23,0.73,,,,,,,,,,
Wed Mar 08 00:19:20 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:19:17 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:19:17 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:19:16 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:19:13 +0000 2017,RT @CommonsPAC: Why is it getting harder to get a GP appointment?https://t.co/WtiFZDYcYv,0.22,0.77,0.78,,,,,,,,,,
Wed Mar 08 00:19:08 +0000 2017,"Very pleased to announce the appointment of @JeanetteBodkin to #TeamCollingwood, https://t.co/MtMtUan4zz @TechNorthHQ #technology @man",0.69,0.4,0.31,,,,,,,,,,
Wed Mar 08 00:19:07 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:19:00 +0000 2017,"So, a text reminding me of the appointment. I phoned &amp; they phoned back. It's all sorted &amp; sorry the automated remiâ€_ https://t.co/n7rOYfnLnw",0.24,0.17,0.76,,,,,,,,,,
Wed Mar 08 00:18:56 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:18:47 +0000 2017,Appointment Thursday with @KeiserU _Ÿ‘©_Ÿè_â€çâ_•ï¸è_Ÿ“_âœèï¸è,0.52,0.77,0.48,,,,,,,,,,
Wed Mar 08 00:18:46 +0000 2017,"RT @PearlsFromMyrna: Dear Dr. Hoopenlooper,Kindly review my blood pressure log prior to my appointment. I shall pack an evening bag for myâ€_",0.55,0.74,0.45,,,,,,,,,,
Wed Mar 08 00:18:40 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:18:35 +0000 2017,@jlendino @patbits ...but theyâ€™ll sell you VIP lounge access before your appointment for $50 per person,0.45,0.75,0.55,,,,,,,,,,
Wed Mar 08 00:18:35 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:18:33 +0000 2017,I hsve a real life appointment lol I've been waiting on this forever,0.32,0.26,0.68,,,,,,,,,,
Wed Mar 08 00:18:24 +0000 2017,RT @EleganceFBillie: Paragon Tea Cup Set - By Appointment Queen - Rose Tulip - Red - Gold - Antique    https://t.co/8WGY7I6ggn https://t.coâ€_,0.54,0.66,0.46,,,,,,,,,,
Wed Mar 08 00:18:19 +0000 2017,"yesterday i had an appointment with my college's nurse this was so weird and i have to talk about my ""issues""",0.24,0.01,0.76,,,,,,,,,,
Wed Mar 08 00:18:18 +0000 2017,stressed out cause my sis is making me late for my 4:20 appointment _Ÿ___Ÿè»â€çâ™€ï¸è,0.25,0.62,0.75,,,,,,,,,,
Wed Mar 08 00:18:10 +0000 2017,"@alanae_ my appointment is 7:50. If I'm not called back by 9, I'm leaving. I'll send text messages out regarding my funeral arrangements.",0.2,0.35,0.8,,,,,,,,,,
Wed Mar 08 00:18:08 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:17:53 +0000 2017,https://t.co/qaUuKATjuE @realDonaldTrump @POTUS @vp How can Gen Mattis want an avowed islamist apologist and Jew hater on his staff???,0.32,0.91,0.68,,,,,,,,,,
Wed Mar 08 00:17:50 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:17:46 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:17:30 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:17:28 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:17:27 +0000 2017,Eye appointment Thursday I'm tired of being blind _Ÿ˜‚,0.19,0.16,0.81,,,,,,,,,,
Wed Mar 08 00:17:27 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:17:23 +0000 2017,RT @MysticxLipstick: *deletes angry subs after dick appointment* https://t.co/SHqqFJIwCl,0.4,0.46,0.6,,,,,,,,,,
Wed Mar 08 00:17:21 +0000 2017,@Bryanna_Edgell @jaden_dickey I had sprite after my doctors appointment last month but i haven't had any since.,0.23,0.32,0.77,,,,,,,,,,
Wed Mar 08 00:17:12 +0000 2017,I had my dentist appointment today and I was actually super bummed I won't see him again. He's my fav _Ÿ˜‚,0.33,0.24,0.67,,,,,,,,,,
Wed Mar 08 00:17:06 +0000 2017,Will make an appointment to take the adoption process. Mama told when a door closes God will open another one. Mama will get us through this,0.59,0.78,0.41,,,,,,,,,,
Wed Mar 08 00:17:05 +0000 2017,"@bassmanhaz exactly, but you've got nothing to lose by booking a gp appointment to see if there are some options available!",0.38,0.23,0.62,,,,,,,,,,
Wed Mar 08 00:17:05 +0000 2017,"RT @REA_Group: iProperty Group announces appointment of Haresh Khoobchandani as General Manager, Malaysia and Singapore https://t.co/RquYasâ€_",0.56,0.66,0.44,,,,,,,,,,
Wed Mar 08 00:17:04 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:17:03 +0000 2017,@BGaeth i only went for a dentist appointment lol,0.33,0.31,0.67,,,,,,,,,,
Wed Mar 08 00:17:00 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:16:59 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:16:56 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:16:55 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:16:54 +0000 2017,RT @salesfinanceuk: Emails/texts feel like a cop out sometimes but when making an appointment they seem to make far more sense #sales #smeâ€_,0.31,0.26,0.69,,,,,,,,,,
Wed Mar 08 00:16:46 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:16:46 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:16:41 +0000 2017,Mink Natural Set_Ÿ’“ Lashed this beauty waste_kase _Ÿ˜çLash Junkie Extensions_Ÿ’“Book Your Appointmentâ€_ https://t.co/bKbHGfHI7H,0.72,0.65,0.28,,,,,,,,,,
Wed Mar 08 00:16:38 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:16:36 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/byBAqlwTaU https://t.co/chWâ€_,0.7,0.53,0.3,,,,,,,,,,
Wed Mar 08 00:16:33 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:16:31 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:16:28 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:16:27 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:16:22 +0000 2017,thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe â€_ https://t.co/zykln4srWc,0.67,0.53,0.33,,,,,,,,,,
Wed Mar 08 00:16:22 +0000 2017,"Mobile Beautician covering all areas of Middlesex &amp; Surrey https://t.co/A31a38hkS4 book your appointment today :)#middlesex #surrey #london",0.58,0.79,0.42,,,,,,,,,,
Wed Mar 08 00:16:19 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:16:19 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:16:15 +0000 2017,Letâ€™s face it: tires are pricey. Even the slightest degree of misalignment can shorten your tire life. Book your appointment 2day #Alignment,0.39,0.46,0.61,,,,,,,,,,
Wed Mar 08 00:16:07 +0000 2017,You need a phone to make a doctor appointment or to call 911 in case of a health emergency. WTF was this man thinkiâ€_ https://t.co/Z3HdD6uPvw,0.15,0.42,0.85,,,,,,,,,,
Wed Mar 08 00:16:06 +0000 2017,Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNrmtxc2Q,0.67,0.53,0.33,,,,,,,,,,
Wed Mar 08 00:16:01 +0000 2017,Not a bad way to wait for a physio appointment than with a coffee and @KameronHurley's new novel. https://t.co/eGwC8Mp26V,0.2,0.18,0.8,,,,,,,,,,
Wed Mar 08 00:15:57 +0000 2017,"@alanae_ but it's an ""appointment"". Kaiser is weird. _Ÿ™„",0.48,0.01,0.52,,,,,,,,,,
Wed Mar 08 00:15:53 +0000 2017,@metalcore74 hahahah i gave an appointment in april to finish the half sleeve,0.31,0.65,0.69,,,,,,,,,,
Wed Mar 08 00:15:50 +0000 2017,A bit shocking that @KellyannePolls 's husband George Conway did not receive the Solicitor General appointment: https://t.co/5zmoCPsnqZ,0.56,0.5,0.44,,,,,,,,,,
Wed Mar 08 00:15:46 +0000 2017,"Hypnotherapy.Have you tried it? Let me tell you a little bit about it.https://t.co/txJx6gMpyx#Hypnotherapy https://t.co/B8CsRpRnxA",0.38,0.17,0.62,,,,,,,,,,
Wed Mar 08 00:15:46 +0000 2017,"Plus I got up early, dressed for my appointment, its not until tomorrow",0.41,0.24,0.59,,,,,,,,,,
Wed Mar 08 00:15:46 +0000 2017,"@LewdlyViolet Hmm maybe. To be fair, I haven't met him yet. I was trying to get an appointment with Mirage",0.37,0.21,0.63,,,,,,,,,,
Wed Mar 08 00:15:34 +0000 2017,"By Artist: deantaylortattoos. Located: Newcastle upon tyne, UK. To book an appointment Go to:â€_ https://t.co/b5epV6uSVj",0.63,0.87,0.37,,,,,,,,,,
Wed Mar 08 00:15:34 +0000 2017,Need to get up and go to the teller. Tattoo appointment tomorrow! _Ÿ˜_,0.47,0.91,0.53,,,,,,,,,,
Wed Mar 08 00:15:21 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:15:17 +0000 2017,I have a cut/color appointment on Saturday! Help me chose what to have done. https://t.co/9msDtZv6MG,0.32,0.34,0.68,,,,,,,,,,
Wed Mar 08 00:15:16 +0000 2017,my next appointment is until march 21 of course they had to choose that day,0.35,0.98,0.65,,,,,,,,,,
Wed Mar 08 00:15:14 +0000 2017,"Hack of Appointment System at Emory Healthcare Affects 80,000 Patient Records https://t.co/ObCM76Gd36",0.48,0.82,0.52,,,,,,,,,,
Wed Mar 08 00:15:07 +0000 2017,really don't know what i would do w/o gabrielle she literally spent the day calling different clinics trying to get me an appointment for T,0.24,0.35,0.76,,,,,,,,,,
Wed Mar 08 00:15:06 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:15:03 +0000 2017,RT @MattHancockMP: We're looking for trustee to join @Tate board to replace Lord Browne - successful candidate eligible to become chair httâ€_,0.67,0.66,0.33,,,,,,,,,,
Wed Mar 08 00:15:01 +0000 2017,Oklahoma Supreme Court rejects challenge to Wyrick's appointment https://t.co/RAmOYNHAjx,0.47,0.83,0.53,,,,,,,,,,
Wed Mar 08 00:14:54 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:14:50 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:24:03 +0000 2017,Contact Your Local #IRS Office to Schedule an Appointment Prior to Visiting Them https://t.co/CAPuJUGcYoâ€_ https://t.co/2fkJ1s4aC4,0.51,0.87,0.49,,,,,,,,,,
Wed Mar 08 00:23:51 +0000 2017,"RT @soulpancake: Dance like no ones watching.Brush your teeth like you have a dentist appointment tomorrow morning.",0.47,0.34,0.53,,,,,,,,,,
Wed Mar 08 00:23:48 +0000 2017,RT @rockintospring: #GetTatted at #RockIntoSpring courtesy of @Co1oursCouture! Book your appointment today! https://t.co/PZSImjo4RY https:/â€_,0.61,0.67,0.39,,,,,,,,,,
Wed Mar 08 00:23:43 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:23:37 +0000 2017,@Queen__Ruthless ooooppppssss when is our first appointment,0.62,0.8,0.38,,,,,,,,,,
Wed Mar 08 00:23:33 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:23:26 +0000 2017,I have enough time to eat or shower before my appointment_Ÿ_”,0.34,0.18,0.66,,,,,,,,,,
Wed Mar 08 00:23:24 +0000 2017,I want to look super beat tomorrow but I have a 7am dentist appointment _Ÿ™„,0.44,0.12,0.56,,,,,,,,,,
Wed Mar 08 00:23:19 +0000 2017,"Kaiser Permanente scal - after waiting for appointment center to call back 75 minutes later, only appt for my problem was 2 months away.",0.18,0.83,0.82,,,,,,,,,,
Wed Mar 08 00:23:19 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:23:15 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:23:09 +0000 2017,"Done by Inkstained artist Cris Gherman. Cris is available Thurs, Fri, Sat by appointment only. Inkstained... https://t.co/Xm9y8osN9h",0.47,0.5,0.53,,,,,,,,,,
Wed Mar 08 00:23:05 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:22:52 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:22:41 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:22:41 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:22:32 +0000 2017,"RT @DrStevenJLawson: The cross was not a human accident but a divine appointment, not a tragedy but a triumph.",0.65,0.56,0.35,,,,,,,,,,
Wed Mar 08 00:22:18 +0000 2017,RT @mkhammer: Same crew that told me DeVos' appointment would shut down public schools is shutting down public schools Wed. For the childreâ€_,0.49,0.67,0.51,,,,,,,,,,
Wed Mar 08 00:22:08 +0000 2017,"@KPSCALnews called for an appointment, was offered call back in 30 minutes, got call back after 75 minutes- unconscionable.",0.25,0.98,0.75,,,,,,,,,,
Wed Mar 08 00:22:04 +0000 2017,@ietteyou kindly book an appointment for when i should block. slots available now x,0.56,0.63,0.44,,,,,,,,,,
Wed Mar 08 00:22:04 +0000 2017,"RT @ElliganceBeauty: Mobile Beautician covering all areas of Middlesex &amp; Surrey https://t.co/A31a38hkS4 book your appointment today :)#midâ€_",0.56,0.74,0.44,,,,,,,,,,
Wed Mar 08 00:22:02 +0000 2017,RT @thehill: JUST IN: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/mU8711rgtv https:/â€_,0.69,0.45,0.31,,,,,,,,,,
Wed Mar 08 00:21:59 +0000 2017,"i rushed to lodi in 10 mins and i still managed to be on time to my appointment.. turbo helps, neh",0.43,0.34,0.57,,,,,,,,,,
Wed Mar 08 00:21:58 +0000 2017,RT @thehill: Deputy AG nominee declines to back appointment of special prosecutor for Russia probe https://t.co/wDEa97qlNw https://t.co/yuNâ€_,0.7,0.64,0.3,,,,,,,,,,
Wed Mar 08 00:21:57 +0000 2017,Someone's getting a D appointment and it isn't me â˜_ï¸è,0.28,0.33,0.72,,,,,,,,,,
Wed Mar 08 00:21:54 +0000 2017,Made an appointment at Mink to dye my hair _Ÿ™_,0.43,0.56,0.57,,,,,,,,,,
Wed Mar 08 00:21:49 +0000 2017,RT @FFKazman: So proud of one of my best friends &amp; mentors @ForestReeder on his appointment as Fire Chief in Tinley Park - https://t.co/iP6â€_,0.82,0.66,0.18,,,,,,,,,,
Wed Mar 08 00:21:46 +0000 2017,"RT @brandiminx: I'm your GFE &amp; PSE fantasy come true. Contact me to book an appointment @LoveRanchVegas #Vegas #brandiminx #Nevadabrandimiâ€_",0.59,0.53,0.41,,,,,,,,,,
