date,tweet,positive,neutral,negative,,,,,,,,,,
Tue Mar 07 19:57:30 +0000 2017,"Annual doctors appointment at a hospital, parked as far away as possible to walk with purpose through the entire building.",0.3,0.64,0.7,,,,,,,,,,
Tue Mar 07 19:56:33 +0000 2017,RT @FriendsMerlinWD: great to chat with an old lady walking in the meadows while waiting for her appointment in #MerlinPark hospital #savet‰Û_,0.72,0.82,0.28,,,,,,,,,,
Tue Mar 07 19:40:33 +0000 2017,i think.     i missed my hospital appointment.   that i waited three months for.    because i thought it was next week.  im freaking out :-),0.28,0.39,0.72,,,,,,,,,,
Tue Mar 07 19:38:33 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 19:32:27 +0000 2017,One more pre-op appointment at hospital before surgery... I just want it all over with. So tired of living in constant stress/dread/worry!,0.38,0.43,0.62,,,,,,,,,,
Tue Mar 07 19:27:38 +0000 2017,my mobile tkrb is not downloading rip to my plans of playing it while waiting for the appointment at hospital tmr,0.26,0.78,0.74,,,,,,,,,,
Tue Mar 07 19:13:06 +0000 2017,At the hospital for an appointment :x,0.41,0.87,0.59,,,,,,,,,,
Tue Mar 07 18:56:08 +0000 2017,somedays i wake up in the morning still thinking i needed to send my granddad for his hospital appointment.,0.35,0.74,0.65,,,,,,,,,,
Tue Mar 07 18:49:33 +0000 2017,"Other side of the hospital. Had an appointment, we waiting for valet now @TEZiSLAND",0.31,0.77,0.69,,,,,,,,,,
Tue Mar 07 18:48:44 +0000 2017,great to chat with an old lady walking in the meadows while waiting for her appointment in #MerlinPark hospital #savethemeadows #Galway,0.67,0.82,0.33,,,,,,,,,,
Tue Mar 07 18:47:43 +0000 2017,"@SO_1888 the dental hospital on sauchiehall street sees emergencies, call NHS 24 for an emergency dental appointment !",0.4,0.9,0.6,,,,,,,,,,
Tue Mar 07 18:43:43 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 18:39:36 +0000 2017,No work tomorrow but hospital appointment boo _Ù÷Ó,0.35,0.74,0.65,,,,,,,,,,
Tue Mar 07 18:29:30 +0000 2017,Hospital appointment went well. Off out for something to eat shortly,0.59,0.8,0.41,,,,,,,,,,
Tue Mar 07 18:24:49 +0000 2017,RT @James_Meikle: This doesn't exactly fill one with confidence in NHS appointment processes.  https://t.co/etPvYMuAhJ,0.54,0.42,0.46,,,,,,,,,,
Tue Mar 07 18:21:03 +0000 2017,"Hospital tomorrow to check if I've lost more vision,yay another boring appointment in the waiting room full of pensioners",0.2,0.11,0.8,,,,,,,,,,
Tue Mar 07 18:12:08 +0000 2017,"@jon_rumley Not great, Jon. Now taking Tramadol and have appointment booked to see Orthopaedic Consultant at Spire hospital next week.",0.46,0.71,0.54,,,,,,,,,,
Tue Mar 07 18:07:53 +0000 2017,I am unable to attend demo because of hospital appointment. I was asking about AGM.#paidupmember https://t.co/cTRhE10RrS,0.24,0.51,0.76,,,,,,,,,,
Tue Mar 07 17:57:48 +0000 2017,What do you do when your sat waiting for a hospital appointment? There is only so much of OK magazine you can read! https://t.co/nR5xJxsYHy,0.38,0.23,0.62,,,,,,,,,,
Tue Mar 07 17:52:50 +0000 2017,"Attlee's appointment of Mountbatten as Wavell's replacement was ""one of the 20th century's great hospital passes""! https://t.co/GJYB9x5DWv",0.72,0.66,0.28,,,,,,,,,,
Tue Mar 07 17:21:52 +0000 2017,Epipens went out of date months ago n the doctors fucked up my appointment at the hospital _ÙªÄ_ÙªÄ_ÙªÄ_ÙªÄ_ÙªÄ,0.13,0.63,0.87,,,,,,,,,,
Tue Mar 07 17:05:48 +0000 2017,@BBCHolbyCity me can't wait hopefully my hospital appointment won't stop me from watching,0.26,0.3,0.74,,,,,,,,,,
Tue Mar 07 17:04:01 +0000 2017,Just had to call the hospital to change an appointment.,0.38,0.82,0.62,,,,,,,,,,
Tue Mar 07 16:55:54 +0000 2017,"@Hifumi_G exactly, also if I missed my doctor appointment tomorrow I could end up in the hospital again",0.2,0.7,0.8,,,,,,,,,,
Tue Mar 07 16:44:54 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 16:39:05 +0000 2017,@Specsavers ....@NHSEngland #NHS Bristol Eye Hospital. My appointment a month later  confirmed that I had Narrow Angle - closure probable,0.43,0.22,0.57,,,,,,,,,,
Tue Mar 07 16:33:25 +0000 2017,"Why do the hospital think it's okay to try and give me an 'urgent' appointment for August, kiss my ass no chance x",0.27,0.18,0.73,,,,,,,,,,
Tue Mar 07 16:30:36 +0000 2017,The nurses at my hospital were so angry with the nurses at my last appointment,0.28,0.58,0.72,,,,,,,,,,
Tue Mar 07 16:16:04 +0000 2017,"Neurologist 2nd appointment here in Ontario   _Ùªè_ÙèÈ_Ùªè_ÙèÈ_Ùªè_ÙèÈ_Ùªè_ÙèÈ_Ùªè_ÙèÈ (@ Brampton Civic Hospital in Brampton, ON) https://t.co/5SWBpFiQzN",0.37,0.7,0.63,,,,,,,,,,
Tue Mar 07 16:13:23 +0000 2017,@TheMalcolmFinch @Emma_rcpch @redmond_imelda @HealthwatchE @healthtech_law @NewellFrances @KateJopling‰Û_ https://t.co/kDH9ZqxEEb,0.49,0.48,0.51,,,,,,,,,,
Tue Mar 07 16:05:41 +0000 2017,"@RillitoRigata Not a walk-in ER, its a hospital clinic with a booked appointment",0.36,0.72,0.64,,,,,,,,,,
Tue Mar 07 16:04:01 +0000 2017,@MailOnline why is someone's hospital appointment news?_ÙÔ_,0.22,0.8,0.78,,,,,,,,,,
Tue Mar 07 16:01:00 +0000 2017,i burnt my hand on my mom's hair straightener but hello i'm on the way to the hospital for my appointment :0,0.28,0.74,0.72,,,,,,,,,,
Tue Mar 07 16:00:50 +0000 2017,"Enjoying wildlands and realised I have a hospital appointment, very hard to rush when physically you can't, never mind I will get there",0.24,0.19,0.76,,,,,,,,,,
Tue Mar 07 15:56:58 +0000 2017,Came home from hospital appointment to my season 13 svu @FINALLEVEL @Mariska @MRbelzer @KelliGiddish guss svu time‰Û_ https://t.co/Y5CQfK542V,0.36,0.84,0.64,,,,,,,,,,
Tue Mar 07 15:46:11 +0000 2017,Grandma has a doctor's appointment at the hospital so I'm all cozy on a sofa with snacks and Netflix on my phone _Ùªâ,0.21,0.52,0.79,,,,,,,,,,
Tue Mar 07 15:42:01 +0000 2017,20 mins late for Dermatology appointment at Guys cos London Bridge is closed. They don't bat an eyelid. Best hospital/department ever _Ù÷ç,0.46,0.88,0.54,,,,,,,,,,
Tue Mar 07 15:22:52 +0000 2017,@HwatchDorset @Emma_rcpch @redmond_imelda @HealthwatchE @healthtech_law @NewellFrances @KateJopling @AntonyTiernan‰Û_ https://t.co/ThZSL4z11J,0.49,0.48,0.51,,,,,,,,,,
Tue Mar 07 15:22:43 +0000 2017,"@ECFRS thank you, that's great, although I have a pre planned hospital appointment the same date as the assessment day... :(",0.65,0.24,0.35,,,,,,,,,,
Tue Mar 07 15:21:46 +0000 2017,Nothing like a Hospital appointment to cock up your training plan... heart monitor so no exercise for 36 hours... _Ù÷Õ_Ù÷¢,0.22,0.7,0.78,,,,,,,,,,
Tue Mar 07 15:16:03 +0000 2017,"Who needs to be able to communicate call 911 in an emergency, get a doctor's appointment, call the hospital? https://t.co/g6HD8YYqzn",0.46,0.77,0.54,,,,,,,,,,
Tue Mar 07 15:11:48 +0000 2017,Last hospital appointment next month then I'll be signed off hopefully!,0.23,0.36,0.77,,,,,,,,,,
Tue Mar 07 15:09:36 +0000 2017,@kjjeanes Been to hospital  appointment today about my tinnitus #SlightHearingLoss #NoHearingAidNeededYet  #FeelingBlessed #Tinnutus :-(,0.22,0.72,0.78,,,,,,,,,,
Tue Mar 07 15:04:40 +0000 2017,Newly-slim Tina Malone can't hide her excitement at hospital appointment as she books boob job ...,0.33,0.96,0.67,,,,,,,,,,
Tue Mar 07 14:56:19 +0000 2017,"I've had my appointment at guys hospital in London Bermondsey I have a appointment next Wednesday at 12.00pm, I'm now at london bridge",0.34,0.39,0.66,,,,,,,,,,
Tue Mar 07 14:55:47 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 14:30:03 +0000 2017,Let‰Ûªs play guess how late my hospital appointment will be,0.27,0.51,0.73,,,,,,,,,,
Tue Mar 07 14:28:56 +0000 2017,RT @James_Meikle: This doesn't exactly fill one with confidence in NHS appointment processes.  https://t.co/etPvYMuAhJ,0.54,0.42,0.46,,,,,,,,,,
Tue Mar 07 14:11:54 +0000 2017,I just skipped my hospital appointment for no reason :),0.33,0.34,0.67,,,,,,,,,,
Tue Mar 07 14:08:40 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 14:06:08 +0000 2017,RT @James_Meikle: This doesn't exactly fill one with confidence in NHS appointment processes.  https://t.co/etPvYMuAhJ,0.54,0.42,0.46,,,,,,,,,,
Tue Mar 07 14:03:22 +0000 2017,RT @James_Meikle: This doesn't exactly fill one with confidence in NHS appointment processes.  https://t.co/etPvYMuAhJ,0.54,0.42,0.46,,,,,,,,,,
Tue Mar 07 14:01:38 +0000 2017,RT @James_Meikle: This doesn't exactly fill one with confidence in NHS appointment processes.  https://t.co/etPvYMuAhJ,0.54,0.42,0.46,,,,,,,,,,
Tue Mar 07 14:00:49 +0000 2017,RT @James_Meikle: This doesn't exactly fill one with confidence in NHS appointment processes.  https://t.co/etPvYMuAhJ,0.54,0.42,0.46,,,,,,,,,,
Tue Mar 07 14:00:10 +0000 2017,RT @James_Meikle: This doesn't exactly fill one with confidence in NHS appointment processes.  https://t.co/etPvYMuAhJ,0.54,0.42,0.46,,,,,,,,,,
Tue Mar 07 13:54:53 +0000 2017,"RT @JadeJaneRussell: Another hospital appointment - this time it's neurology _Ù÷_#POTS #EDS #ChronicLife",0.35,0.69,0.65,,,,,,,,,,
Tue Mar 07 13:54:25 +0000 2017,This doesn't exactly fill one with confidence in NHS appointment processes.  https://t.co/etPvYMuAhJ,0.48,0.42,0.52,,,,,,,,,,
Tue Mar 07 13:47:23 +0000 2017,"Hospital transport denied by GP as my appointment's out of area. Yes, national specialists often are. #NHSCrisis #NHSbreakingpoint made real",0.55,0.66,0.45,,,,,,,,,,
Tue Mar 07 13:42:41 +0000 2017,"In time but no the endorine test overshot my dermatology and I was late for the appointment, I am now at guys hospital thank goodness.",0.16,0.28,0.84,,,,,,,,,,
Tue Mar 07 13:42:20 +0000 2017,On my way to the hospital for the appointment ~1 month after surgery. Let's see how it will go.,0.32,0.81,0.68,,,,,,,,,,
Tue Mar 07 13:32:20 +0000 2017,"Well I can't knock the nhs, had Drs appointment last night &amp; 24 hrs later got appointment at the hospital _ÙÔç",0.24,0.86,0.76,,,,,,,,,,
Tue Mar 07 13:26:40 +0000 2017,Evans Hospital just puts you on hold after hold... I'm just tryna make an appointment y'all.,0.39,0.4,0.61,,,,,,,,,,
Tue Mar 07 13:11:01 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 13:04:10 +0000 2017,2 hours early for my hospital appointment peak _Ùªã,0.29,0.59,0.71,,,,,,,,,,
Tue Mar 07 13:03:12 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 13:00:15 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Wed Mar 08 00:18:46 +0000 2017,"RT @PearlsFromMyrna: Dear Dr. Hoopenlooper,Kindly review my blood pressure log prior to my appointment. I shall pack an evening bag for my‰Û_",0.55,0.74,0.45,,,,,,,,,,
Wed Mar 08 00:14:49 +0000 2017,"RT @PearlsFromMyrna: Dear Dr. Hoopenlooper,Kindly review my blood pressure log prior to my appointment. I shall pack an evening bag for my‰Û_",0.55,0.74,0.45,,,,,,,,,,
Wed Mar 08 00:08:49 +0000 2017,"RT @PearlsFromMyrna: Dear Dr. Hoopenlooper,Kindly review my blood pressure log prior to my appointment. I shall pack an evening bag for my‰Û_",0.55,0.74,0.45,,,,,,,,,,
Wed Mar 08 00:07:51 +0000 2017,"Dear Dr. Hoopenlooper,Kindly review my blood pressure log prior to my appointment. I shall pack an evening bag for‰Û_ https://t.co/qjKgnSNXJ9",0.51,0.69,0.49,,,,,,,,,,
Tue Mar 07 23:52:11 +0000 2017,"@ARedBin @MarkfromMadrid thank you for asking,i have an hospital appointment tomorrow ,might have more news then",0.57,0.18,0.43,,,,,,,,,,
Tue Mar 07 23:44:14 +0000 2017,"during the early afternoon. And on thursday i'll probably go to the hospital to get my next dentist appointment, so i'll waste 2/3 (14/?)",0.19,0.66,0.81,,,,,,,,,,
Tue Mar 07 23:32:15 +0000 2017,RT @vikingqueen81: @UberUK our taxi drove past us 3 times then got lost and we had to run to our hospital appointment. I've applied for a r‰Û_,0.32,0.71,0.68,,,,,,,,,,
Tue Mar 07 23:25:43 +0000 2017,Imagine not being able to make the 3 hospital appointments they've given u so they discharge u and say u can't have another appointment,0.22,0.81,0.78,,,,,,,,,,
Tue Mar 07 23:05:29 +0000 2017,RT @vikingqueen81: @UberUK our taxi drove past us 3 times then got lost and we had to run to our hospital appointment. I've applied for a r‰Û_,0.32,0.71,0.68,,,,,,,,,,
Tue Mar 07 23:00:04 +0000 2017,glad to hear it ive a hospital appointment tomorrow https://t.co/QBTKtmAfkg,0.66,0.4,0.34,,,,,,,,,,
Tue Mar 07 22:59:36 +0000 2017,When you have a day off placement and have to spend it in a hospital appointment. Welcome to my life tomorrow.,0.63,0.55,0.37,,,,,,,,,,
Tue Mar 07 22:55:24 +0000 2017,RT @vikingqueen81: @UberUK our taxi drove past us 3 times then got lost and we had to run to our hospital appointment. I've applied for a r‰Û_,0.32,0.71,0.68,,,,,,,,,,
Tue Mar 07 22:38:37 +0000 2017,RT @vikingqueen81: @UberUK our taxi drove past us 3 times then got lost and we had to run to our hospital appointment. I've applied for a r‰Û_,0.32,0.71,0.68,,,,,,,,,,
Tue Mar 07 22:31:09 +0000 2017,Early hospital appointment,0.37,0.71,0.63,,,,,,,,,,
Tue Mar 07 22:25:26 +0000 2017,@brencon Just a hospital appointment haha!,0.42,0.71,0.58,,,,,,,,,,
Tue Mar 07 22:24:52 +0000 2017,I would be the one to get reprimanded by children's hospital because I told them I can't miss class for an appointment,0.24,0.34,0.76,,,,,,,,,,
Tue Mar 07 22:01:48 +0000 2017,Finally got another hospital appointment _Ù_ä_Ù_ä,0.34,0.89,0.66,,,,,,,,,,
Tue Mar 07 21:37:45 +0000 2017,Honestly after today's hospital appointment I feel like there is no hope....,0.24,0.35,0.76,,,,,,,,,,
Tue Mar 07 21:35:38 +0000 2017,@PressSec @potus @realDonaldTrump @KellyannePolls - vet denied medicine at va appointment @vaneworleans new hospita‰Û_ https://t.co/jr9j4viDyD,0.38,0.61,0.62,,,,,,,,,,
Tue Mar 07 21:18:47 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 21:18:17 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 21:12:36 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 21:10:37 +0000 2017,"RT @gemmalaughland: talk about having a tragic day, went to visit my dad in hospital and the receptionist at the maternity ward asked me if‰Û_",0.42,0.66,0.58,,,,,,,,,,
Tue Mar 07 21:10:17 +0000 2017,"talk about having a tragic day, went to visit my dad in hospital and the receptionist at the maternity ward asked me if i had an appointment",0.32,0.53,0.68,,,,,,,,,,
Tue Mar 07 21:05:44 +0000 2017,RT @joe_hunt95: I hope my mums hospital appointment goes okay today _Ù÷Ó,0.42,0.43,0.58,,,,,,,,,,
Tue Mar 07 21:05:30 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 21:01:19 +0000 2017,"As much as I wanna know what's going on with my heart, I'm terrified for my hospital appointment on Thursday and it's just sorta hit me now",0.31,0.27,0.69,,,,,,,,,,
Tue Mar 07 20:22:34 +0000 2017,This is the first month in 2 years I haven't got a hospital appointment in Leeds booked _Ù÷à,0.34,0.59,0.66,,,,,,,,,,
Tue Mar 07 20:20:39 +0000 2017,RT @vikingqueen81: @UberUK our taxi drove past us 3 times then got lost and we had to run to our hospital appointment. I've applied for a r‰Û_,0.32,0.71,0.68,,,,,,,,,,
Tue Mar 07 20:18:54 +0000 2017,RT @vikingqueen81: @UberUK our taxi drove past us 3 times then got lost and we had to run to our hospital appointment. I've applied for a r‰Û_,0.32,0.71,0.68,,,,,,,,,,
Tue Mar 07 20:17:28 +0000 2017,RT @vikingqueen81: @UberUK our taxi drove past us 3 times then got lost and we had to run to our hospital appointment. I've applied for a r‰Û_,0.32,0.71,0.68,,,,,,,,,,
Tue Mar 07 20:01:58 +0000 2017,"If you're going to hang out at the hospital for a follow up appointment, you bring reinforcements. @adabible‰Û_ https://t.co/EuFZUWBo8U",0.44,0.64,0.56,,,,,,,,,,
Tue Mar 07 19:59:42 +0000 2017,@bagseybumble Evening Christina she wasn't good the other day but ok now ..going tomorrow and I'm taking her to hospital appointment,0.34,0.81,0.66,,,,,,,,,,
Tue Mar 07 19:58:28 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 19:57:30 +0000 2017,"Annual doctors appointment at a hospital, parked as far away as possible to walk with purpose through the entire building.",0.3,0.64,0.7,,,,,,,,,,
Tue Mar 07 19:56:33 +0000 2017,RT @FriendsMerlinWD: great to chat with an old lady walking in the meadows while waiting for her appointment in #MerlinPark hospital #savet‰Û_,0.72,0.82,0.28,,,,,,,,,,
Tue Mar 07 19:40:33 +0000 2017,i think.     i missed my hospital appointment.   that i waited three months for.    because i thought it was next week.  im freaking out :-),0.28,0.39,0.72,,,,,,,,,,
Tue Mar 07 19:38:33 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 19:32:27 +0000 2017,One more pre-op appointment at hospital before surgery... I just want it all over with. So tired of living in constant stress/dread/worry!,0.38,0.43,0.62,,,,,,,,,,
Tue Mar 07 19:27:38 +0000 2017,my mobile tkrb is not downloading rip to my plans of playing it while waiting for the appointment at hospital tmr,0.26,0.78,0.74,,,,,,,,,,
Tue Mar 07 19:13:06 +0000 2017,At the hospital for an appointment :x,0.41,0.87,0.59,,,,,,,,,,
Tue Mar 07 18:56:08 +0000 2017,somedays i wake up in the morning still thinking i needed to send my granddad for his hospital appointment.,0.35,0.74,0.65,,,,,,,,,,
Tue Mar 07 18:49:33 +0000 2017,"Other side of the hospital. Had an appointment, we waiting for valet now @TEZiSLAND",0.31,0.77,0.69,,,,,,,,,,
Tue Mar 07 18:48:44 +0000 2017,great to chat with an old lady walking in the meadows while waiting for her appointment in #MerlinPark hospital #savethemeadows #Galway,0.67,0.82,0.33,,,,,,,,,,
Tue Mar 07 18:47:43 +0000 2017,"@SO_1888 the dental hospital on sauchiehall street sees emergencies, call NHS 24 for an emergency dental appointment !",0.4,0.9,0.6,,,,,,,,,,
Tue Mar 07 18:43:43 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 18:39:36 +0000 2017,No work tomorrow but hospital appointment boo _Ù÷Ó,0.35,0.74,0.65,,,,,,,,,,
Tue Mar 07 18:29:30 +0000 2017,Hospital appointment went well. Off out for something to eat shortly,0.59,0.8,0.41,,,,,,,,,,
Tue Mar 07 18:24:49 +0000 2017,RT @James_Meikle: This doesn't exactly fill one with confidence in NHS appointment processes.  https://t.co/etPvYMuAhJ,0.54,0.42,0.46,,,,,,,,,,
Tue Mar 07 18:21:03 +0000 2017,"Hospital tomorrow to check if I've lost more vision,yay another boring appointment in the waiting room full of pensioners",0.2,0.11,0.8,,,,,,,,,,
Tue Mar 07 18:12:08 +0000 2017,"@jon_rumley Not great, Jon. Now taking Tramadol and have appointment booked to see Orthopaedic Consultant at Spire hospital next week.",0.46,0.71,0.54,,,,,,,,,,
Tue Mar 07 18:07:53 +0000 2017,I am unable to attend demo because of hospital appointment. I was asking about AGM.#paidupmember https://t.co/cTRhE10RrS,0.24,0.51,0.76,,,,,,,,,,
Tue Mar 07 17:57:48 +0000 2017,What do you do when your sat waiting for a hospital appointment? There is only so much of OK magazine you can read! https://t.co/nR5xJxsYHy,0.38,0.23,0.62,,,,,,,,,,
Tue Mar 07 17:52:50 +0000 2017,"Attlee's appointment of Mountbatten as Wavell's replacement was ""one of the 20th century's great hospital passes""! https://t.co/GJYB9x5DWv",0.72,0.66,0.28,,,,,,,,,,
Tue Mar 07 17:21:52 +0000 2017,Epipens went out of date months ago n the doctors fucked up my appointment at the hospital _ÙªÄ_ÙªÄ_ÙªÄ_ÙªÄ_ÙªÄ,0.13,0.63,0.87,,,,,,,,,,
Tue Mar 07 17:05:48 +0000 2017,@BBCHolbyCity me can't wait hopefully my hospital appointment won't stop me from watching,0.26,0.3,0.74,,,,,,,,,,
Tue Mar 07 17:04:01 +0000 2017,Just had to call the hospital to change an appointment.,0.38,0.82,0.62,,,,,,,,,,
Tue Mar 07 16:55:54 +0000 2017,"@Hifumi_G exactly, also if I missed my doctor appointment tomorrow I could end up in the hospital again",0.2,0.7,0.8,,,,,,,,,,
Tue Mar 07 16:44:54 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 16:39:05 +0000 2017,@Specsavers ....@NHSEngland #NHS Bristol Eye Hospital. My appointment a month later  confirmed that I had Narrow Angle - closure probable,0.43,0.22,0.57,,,,,,,,,,
Tue Mar 07 16:33:25 +0000 2017,"Why do the hospital think it's okay to try and give me an 'urgent' appointment for August, kiss my ass no chance x",0.27,0.18,0.73,,,,,,,,,,
Tue Mar 07 16:30:36 +0000 2017,The nurses at my hospital were so angry with the nurses at my last appointment,0.28,0.58,0.72,,,,,,,,,,
Tue Mar 07 16:16:04 +0000 2017,"Neurologist 2nd appointment here in Ontario   _Ùªè_ÙèÈ_Ùªè_ÙèÈ_Ùªè_ÙèÈ_Ùªè_ÙèÈ_Ùªè_ÙèÈ (@ Brampton Civic Hospital in Brampton, ON) https://t.co/5SWBpFiQzN",0.37,0.7,0.63,,,,,,,,,,
Tue Mar 07 16:13:23 +0000 2017,@TheMalcolmFinch @Emma_rcpch @redmond_imelda @HealthwatchE @healthtech_law @NewellFrances @KateJopling‰Û_ https://t.co/kDH9ZqxEEb,0.49,0.48,0.51,,,,,,,,,,
Tue Mar 07 16:05:41 +0000 2017,"@RillitoRigata Not a walk-in ER, its a hospital clinic with a booked appointment",0.36,0.72,0.64,,,,,,,,,,
Tue Mar 07 16:04:01 +0000 2017,@MailOnline why is someone's hospital appointment news?_ÙÔ_,0.22,0.8,0.78,,,,,,,,,,
Tue Mar 07 16:01:00 +0000 2017,i burnt my hand on my mom's hair straightener but hello i'm on the way to the hospital for my appointment :0,0.28,0.74,0.72,,,,,,,,,,
Tue Mar 07 16:00:50 +0000 2017,"Enjoying wildlands and realised I have a hospital appointment, very hard to rush when physically you can't, never mind I will get there",0.24,0.19,0.76,,,,,,,,,,
Tue Mar 07 15:56:58 +0000 2017,Came home from hospital appointment to my season 13 svu @FINALLEVEL @Mariska @MRbelzer @KelliGiddish guss svu time‰Û_ https://t.co/Y5CQfK542V,0.36,0.84,0.64,,,,,,,,,,
Tue Mar 07 15:46:11 +0000 2017,Grandma has a doctor's appointment at the hospital so I'm all cozy on a sofa with snacks and Netflix on my phone _Ùªâ,0.21,0.52,0.79,,,,,,,,,,
Tue Mar 07 15:42:01 +0000 2017,20 mins late for Dermatology appointment at Guys cos London Bridge is closed. They don't bat an eyelid. Best hospital/department ever _Ù÷ç,0.46,0.88,0.54,,,,,,,,,,
Tue Mar 07 15:22:52 +0000 2017,@HwatchDorset @Emma_rcpch @redmond_imelda @HealthwatchE @healthtech_law @NewellFrances @KateJopling @AntonyTiernan‰Û_ https://t.co/ThZSL4z11J,0.49,0.48,0.51,,,,,,,,,,
Tue Mar 07 15:22:43 +0000 2017,"@ECFRS thank you, that's great, although I have a pre planned hospital appointment the same date as the assessment day... :(",0.65,0.24,0.35,,,,,,,,,,
Tue Mar 07 15:21:46 +0000 2017,Nothing like a Hospital appointment to cock up your training plan... heart monitor so no exercise for 36 hours... _Ù÷Õ_Ù÷¢,0.22,0.7,0.78,,,,,,,,,,
Tue Mar 07 15:16:03 +0000 2017,"Who needs to be able to communicate call 911 in an emergency, get a doctor's appointment, call the hospital? https://t.co/g6HD8YYqzn",0.46,0.77,0.54,,,,,,,,,,
Tue Mar 07 15:11:48 +0000 2017,Last hospital appointment next month then I'll be signed off hopefully!,0.23,0.36,0.77,,,,,,,,,,
Tue Mar 07 15:09:36 +0000 2017,@kjjeanes Been to hospital  appointment today about my tinnitus #SlightHearingLoss #NoHearingAidNeededYet  #FeelingBlessed #Tinnutus :-(,0.22,0.72,0.78,,,,,,,,,,
Tue Mar 07 15:04:40 +0000 2017,Newly-slim Tina Malone can't hide her excitement at hospital appointment as she books boob job ...,0.33,0.96,0.67,,,,,,,,,,
Tue Mar 07 14:56:19 +0000 2017,"I've had my appointment at guys hospital in London Bermondsey I have a appointment next Wednesday at 12.00pm, I'm now at london bridge",0.34,0.39,0.66,,,,,,,,,,
Tue Mar 07 14:55:47 +0000 2017,"RT @DorsetTraumaDoc: Fancy joining us? Advert out for dual appointment, 50% consultant anaesthetist @Poole_Hospital, 50% @dsairambulance ht‰Û_",0.62,0.76,0.38,,,,,,,,,,
Tue Mar 07 14:30:03 +0000 2017,Let‰Ûªs play guess how late my hospital appointment will be,0.27,0.51,0.73,,,,,,,,,,
